"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","051","ARM","Armenia","2016","24.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","051","ARM","Armenia","2017","24.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","051","ARM","Armenia","2018","25.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","051","ARM","Armenia","2019","25.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2005","27.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2006","27.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2007","27.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2008","27.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2009","28.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2010","28.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2011","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2012","28.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2013","28.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2014","29.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2015","29.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2016","29.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2017","29.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2018","29.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","040","AUT","Austria","2019","29.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2005","23.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2006","23.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2007","23.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2008","23.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2009","24.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2010","24.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2011","23.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2012","23.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2013","23.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2014","23.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2015","23.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2016","23.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2017","23.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2018","23.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","031","AZE","Azerbaijan","2019","24.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2005","23.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2006","24.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2007","24.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2008","24.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2009","24.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2010","24.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2011","25.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2012","25.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2013","25.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2014","25.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2015","26.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2016","26.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2017","26.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2018","26.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","112","BLR","Belarus","2019","26.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2005","27.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2006","27.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2007","27.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2008","27.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2009","28.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2010","28.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2011","28.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2012","28.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2013","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2014","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2015","28.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2016","28.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2017","29.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2018","29.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","056","BEL","Belgium","2019","29.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2005","24.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2006","24.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2007","24.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2008","24.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2009","25.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2010","25.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2011","26.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2012","26.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2013","26.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2014","27.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2015","27.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2016","27.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2017","27.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2018","27.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","070","BIH","Bosnia and Herzegovina","2019","27.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2005","24.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2006","24.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2007","25.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2008","25.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2009","25.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2010","25.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2011","25.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2012","25.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2013","25.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2014","25.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2015","26.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2016","26.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2017","26.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2018","26.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","100","BGR","Bulgaria","2019","26.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2005","27.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2006","27.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2007","27.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2008","27.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2009","27.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2010","27.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2011","28.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2012","28.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2013","28.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2014","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2015","28.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2016","28.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2017","29.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2018","29.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","124","CAN","Canada","2019","29.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2005","26.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2006","26.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2007","26.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2008","26.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2009","27.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2010","27.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2011","27.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2012","27.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2013","28.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2014","28.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2015","28.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2016","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2017","28.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2018","28.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","191","HRV","Croatia","2019","28.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2005","27.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2006","27.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2007","28.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2008","28.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2009","28.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2010","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2011","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2012","28.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2013","29.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2014","29.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2015","29.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2016","29.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2017","29.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2018","29.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","196","CYP","Cyprus","2019","30.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2005","26.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2006","26.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2007","27.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2008","27.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2009","27.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2010","27.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2011","27.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2012","27.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2013","28.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2014","28.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2015","28.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2016","28.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2017","28.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2018","28.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","203","CZE","Czechia","2019","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2005","28.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2006","28.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2007","28.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2008","28.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2009","29.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2010","29.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2011","29.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2012","29.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2013","29.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2014","29.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2015","29.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2016","29.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2017","29.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2018","29.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","208","DNK","Denmark","2019","29.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2005","25.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2006","25.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2007","25.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2008","25.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2009","26.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2010","26.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2011","26.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2012","26.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2013","26.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2014","26.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2015","27.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2016","27.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2017","27.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2018","27.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","233","EST","Estonia","2019","28.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2005","27.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2006","28.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2007","28.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2008","28.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2009","28.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2010","28.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2011","28.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2012","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2013","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2014","28.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2015","28.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2016","29.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2017","29.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2018","29.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","246","FIN","Finland","2019","29.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2005","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2006","28.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2007","27.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2008","..",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2009","..",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2010","28.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2011","..",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2012","..",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2013","28.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2014","28.3",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2015","28.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2016","28.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2017","28.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2018","28.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","250","FRA","France","2019","28.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2005","24.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2006","24.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2007","24.1",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2008","23.8",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2009","23.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2010","23.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2011","24.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2012","24.2",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2013","24.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2014","24.5",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2015","24.7",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2016","25.0",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2017","25.4",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2018","25.6",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","268","GEO","Georgia","2019","25.9",
"34","Mean age of women at birth of first child","Mean age of women at birth of first child","Years","276","DEU","Germany","2005","29.6",
